duration treatment female black hispanic ndependents recall young old quarter durable lusd
934 1.00046553251453 1 0 0 0 0 0 1 0 3 0 0
935 5.00640545955472 0 0 0 0 0 0 1 0 2 1 0
937 0.981494898058617 0 1 1 0 1 0 1 0 3 0 0
938 11.0012107133077 0 1 0 0 0 1 1 0 4 0 1
939 26.9999985174034 0 1 1 0 0 0 1 0 2 0 0
943 13.9873478928126 1 0 0 0 0 0 1 0 3 0 0
944 9.99059895524432 0 1 1 0 0 0 1 0 5 0 0
948 1.00738171037069 0 0 0 0 0 1 1 0 3 1 0
950 5.99112775663466 0 0 0 0 0 0 1 0 5 1 0
955 2.0001980614549 0 1 1 0 0 0 1 0 2 0 0
956 3.99576354565163 1 0 0 0 2 0 1 0 4 0 0
957 6.01186227797925 0 0 0 0 2 0 1 0 5 0 0
958 7.98940485579515 1 0 0 0 0 0 1 0 5 0 0
959 11.0031879659113 1 0 0 0 2 0 1 0 2 0 0
961 26.9993800400825 0 0 0 0 2 0 1 0 3 0 0
963 1.0016987534058 0 0 0 0 0 0 1 0 2 0 0
964 1.00198508469494 0 0 0 0 0 0 1 0 2 1 1
966 4.02930134775585 1 0 0 0 0 1 1 0 3 0 0
967 0.998488685290091 1 0 1 0 0 0 1 0 3 0 0
969 3.99919004677444 1 1 1 0 0 0 1 0 3 0 0
970 16.0130905449095 0 0 0 0 0 1 1 0 2 0 0
971 6.99483105576758 0 0 0 0 0 0 1 0 2 0 0
975 23.0019043799456 0 1 0 0 0 0 1 0 5 0 0
976 27.9938102038243 0 1 0 0 0 0 1 0 5 1 1
979 9.99671763010496 1 0 0 0 0 0 1 0 3 0 0
983 8.02374502896277 0 0 0 0 0 0 1 0 3 1 0
984 1.00170807344191 1 1 0 0 0 0 1 0 0 0 0
986 2.01421652814341 1 0 0 0 0 0 1 0 4 0 0
992 2.99390044701275 1 0 0 0 0 0 1 0 4 1 0
993 13.9988161736821 1 1 0 0 0 1 1 0 4 0 1
995 4.9971931150467 1 0 0 0 0 1 1 0 2 0 0
996 0.97738875639389 1 0 0 0 0 0 1 0 2 0 0
997 31.0163185096505 0 0 0 0 0 0 1 0 2 0 0
1003 3.00242395494114 0 0 0 0 0 0 1 0 5 0 0
1004 0.998884337135845 0 0 0 0 0 0 1 0 5 0 0
1005 13.9992402112012 1 1 0 0 0 0 1 0 3 0 0
1006 2.00746874693209 1 1 0 0 0 0 1 0 2 0 0
1007 1.00870732431052 0 0 1 0 0 0 1 0 3 0 0
1009 4.98570322081579 0 0 0 0 0 0 1 0 5 0 0
1014 5.01425555934846 0 1 0 0 0 0 0 1 5 0 1
1015 8.99545798406484 0 1 0 0 0 1 0 1 5 0 0
1017 0.993153014445318 0 1 0 0 0 0 0 1 3 0 0
1019 2.98997817042148 1 1 0 0 0 0 0 1 5 0 0
1025 37.0025616173453 1 0 0 0 1 0 0 1 3 0 0
1030 27.0006999086416 0 1 0 0 0 0 0 1 5 0 0
1032 3.97634311145228 0 0 0 0 0 0 0 1 5 0 0
1033 0.995408153596123 1 1 0 0 0 0 0 1 4 0 0
1034 9.00880582746886 0 1 0 0 0 0 0 1 4 0 0
1035 1.98941361981246 0 0 0 0 2 0 0 1 5 0 0
1037 27.0025638470826 0 0 0 0 0 0 0 1 4 0 0
1040 16.0134637509835 1 0 0 0 0 1 0 1 3 0 0
1041 26.9821524113932 1 0 0 0 1 0 0 1 2 0 0
1042 4.00788299019989 1 1 0 0 0 1 0 1 5 0 0
1047 51.0051838479677 1 1 0 0 0 0 0 1 3 0 0
1048 0.985582237833363 1 0 0 0 0 0 0 1 4 0 0
1049 10.9754133184575 1 1 0 0 0 0 0 1 5 0 0
1050 25.9936348752152 0 0 0 0 1 1 0 1 5 1 0
1055 1.98805228709013 0 1 0 0 0 0 0 1 5 0 0
1058 26.9962085310957 0 1 0 0 0 0 0 0 0 1 0
1061 5.01356736318484 0 1 1 0 0 0 0 1 4 0 0
1064 30.9889471970012 0 1 0 0 0 0 0 0 3 0 0
1065 10.0056304852909 0 1 0 0 0 0 0 0 2 0 0
1066 2.98905305954311 0 1 0 0 0 0 0 0 5 0 1
1067 28.0020608206828 0 1 0 0 0 0 0 0 4 0 0
1068 2.99820542835056 1 0 0 0 2 0 0 0 3 0 1
1069 26.9906778545169 1 1 0 0 0 0 0 0 5 1 1
1070 18.0061158975952 1 1 0 0 0 0 0 0 5 0 0
1071 1.0030428575869 1 0 0 0 0 0 0 0 4 1 0
1075 7.98635151119533 0 0 0 0 2 0 0 0 5 0 0
1081 16.9903985925403 1 0 0 0 0 0 0 0 3 0 0
1082 7.99551428766643 1 0 0 0 2 0 0 0 3 0 0
1086 1.00029642619626 0 0 0 0 0 0 0 0 5 0 0
1087 1.01192909175971 0 0 0 0 0 0 0 0 5 0 0
1088 27.0130400679356 1 1 0 0 0 0 0 0 5 0 0
1092 15.0005245515144 1 0 0 0 2 0 0 0 2 0 0
1093 23.9882287465831 1 0 0 0 0 0 0 0 2 0 0
1094 0.994374595451263 1 1 0 0 0 0 0 0 3 0 1
1099 12.9974770651435 1 0 0 0 0 0 0 0 4 1 0
1104 29.018779337761 1 0 0 0 0 0 0 0 5 0 0
1106 7.00209059205425 0 0 1 0 2 0 0 0 5 0 0
1111 2.00071662607928 0 0 0 0 2 0 1 0 2 1 0
1112 8.00018976555907 0 0 0 0 0 0 0 0 4 0 1
1113 26.9902409641632 1 0 0 0 0 0 0 0 4 0 1
1117 27.001964246203 0 1 0 0 0 0 1 0 3 0 1
1118 26.9939248856458 1 1 0 0 0 0 1 0 4 0 0
1121 5.0093282312658 1 0 0 0 2 0 1 0 3 0 0
1123 13.0077910264455 0 0 0 0 0 1 1 0 2 0 0
1125 9.99315259047618 0 1 0 0 1 0 0 0 5 0 0
1126 15.9783007441846 1 0 0 0 0 0 1 0 2 0 0
1128 1.00784022409894 0 1 0 0 1 0 0 0 5 0 0
1129 0.99797500975541 1 1 1 0 2 0 1 0 2 0 0
1132 13.9930156959831 1 0 0 0 0 1 1 0 3 0 0
1134 18.9956957014292 1 1 0 0 0 1 0 0 3 0 0
1137 26.9929076850431 0 0 0 0 0 0 1 0 4 0 1
1138 7.99720306434771 0 1 0 0 1 1 1 0 3 0 0
1142 0.993113485473911 1 0 0 0 0 0 1 0 4 0 0
1143 26.9920591008805 0 1 0 0 2 0 1 0 5 1 1
1146 2.00809837498442 0 0 0 0 1 0 1 0 4 1 0
1147 1.01317348859017 1 0 0 0 2 0 1 0 2 0 0
1154 26.9994644521906 1 0 0 0 0 1 1 0 2 0 0
1157 18.0018846706537 0 0 0 0 0 0 1 0 0 0 0
1167 26.9921126266301 0 1 0 1 1 0 1 0 5 0 0
1170 26.9917974034276 1 1 1 0 0 0 1 0 4 0 1
1171 1.9884513119633 1 1 1 0 0 0 1 0 2 0 0
1174 12.9911427766209 0 0 0 0 0 0 1 0 4 0 0
1175 12.9801101241752 0 0 0 0 0 0 1 0 4 0 0
1178 7.97927276348995 0 0 0 0 0 1 1 0 3 0 1
1179 26.9958775849454 1 0 0 0 0 1 1 0 5 0 1
1180 21.9770981928038 0 0 0 0 0 0 1 0 5 0 0
1181 17.9958032480296 1 0 0 0 0 0 1 0 0 0 1
1182 2.00129394325751 0 0 0 0 0 1 1 0 3 0 1
1183 26.9921175514271 0 0 0 0 0 0 1 0 5 0 0
1185 28.9981493450007 0 0 0 0 1 0 1 0 2 0 0
1188 15.9946326841224 0 0 0 0 0 0 1 0 2 0 0
1191 2.99586145393537 1 0 0 0 0 0 1 0 3 1 0
1192 27.0030494057957 0 0 0 0 0 0 1 0 0 0 0
1195 1.00840272624861 0 0 1 0 2 0 1 0 3 0 0
1196 26.9899694727286 0 1 0 0 0 0 1 0 2 0 1
1206 27.0024497594682 0 1 0 0 0 0 1 0 5 0 0
1211 26.9949898945609 1 0 1 0 0 0 1 0 5 0 0
1212 24.011379671708 0 1 0 0 0 0 1 0 3 0 0
1217 27.0005615604615 1 0 0 0 0 1 1 0 2 0 0
1218 27.0029132496854 1 1 0 0 1 0 1 0 2 0 0
1219 0.996998370263022 0 0 0 0 0 0 1 0 4 0 0
1220 16.9924072421399 1 0 0 0 0 0 1 0 2 0 0
1222 13.0005486933395 0 1 0 0 0 0 1 0 4 0 0
1225 12.9917713115808 1 0 0 0 0 1 1 0 5 0 0
1228 8.99097350308849 0 1 0 0 0 0 0 1 5 0 0
1229 26.9770669974306 0 0 0 0 0 0 0 1 0 0 1
1230 26.9933676153576 1 0 1 0 0 0 0 1 5 0 1
1232 27.0047744416824 1 0 1 0 0 0 0 0 3 0 0
1233 8.9879530555992 1 0 0 0 1 0 0 0 3 0 0
1234 1.00422303985214 0 0 0 0 1 0 0 0 5 0 1
1239 12.021136059069 1 0 0 0 0 1 0 0 4 0 0
1240 27.0102516028094 1 1 0 0 0 0 0 0 4 0 0
1243 3.97643484908382 0 0 0 0 1 0 0 0 5 1 0
1244 11.9952805799668 0 0 0 0 0 1 0 0 4 0 0
1245 11.9918384759192 1 1 0 0 0 0 0 0 4 0 0
1251 26.0080335055878 1 1 0 0 0 0 0 0 5 0 0
1254 1.00274744396705 0 1 0 0 1 0 0 0 4 0 0
1255 8.99430244914676 0 1 0 0 0 1 0 0 5 0 0
1256 5.99211760655778 1 0 0 0 2 0 0 0 4 0 0
1260 26.9967300103648 1 1 0 0 2 0 0 0 3 0 0
1262 13.019132281197 1 0 0 0 0 0 0 0 2 0 0
1263 2.01187183514695 1 1 0 0 0 0 0 0 3 0 0
1266 27.008970176289 0 1 0 0 2 0 0 0 5 0 1
1268 23.998816887692 0 0 0 0 0 0 0 0 5 1 1
1270 17.9965393595373 1 0 0 0 0 0 0 0 4 0 1
1276 12.0197613356393 0 0 0 0 2 0 0 0 4 0 0
1278 9.0168455748997 1 0 0 0 0 0 0 0 5 0 0
1280 26.9891829753343 0 0 0 0 1 0 0 0 3 1 0
1281 2.99625280833799 0 0 0 0 0 0 1 0 3 0 0
1282 1.00414514529111 0 0 0 0 2 0 0 0 5 0 0
1286 1.01357343085221 0 1 0 0 0 0 0 0 5 0 0
1287 3.01159771317675 0 0 0 0 2 0 0 0 3 0 0
1289 27.0030900971633 0 0 0 0 0 0 0 0 5 1 0
1294 5.01995158956739 1 1 0 0 0 1 0 0 3 0 1
1295 2.00472086771707 0 1 0 0 0 0 0 0 5 0 1
1299 21.9926331447797 1 0 0 0 2 0 0 0 2 1 1
1302 2.00759202334727 0 0 0 0 0 0 0 0 2 0 1
1305 9.00919109400044 0 1 0 0 0 0 0 0 4 0 1
1307 1.99748799496497 1 0 0 0 0 1 1 0 2 0 1
1308 21.0109162866685 0 1 0 0 0 0 1 0 5 1 1
1309 27.9992582389064 0 1 0 0 1 0 1 0 3 0 1
1310 24.0092678125049 0 1 0 0 0 0 0 0 5 1 1
1313 9.98522954126454 1 1 0 0 0 0 1 0 2 0 1
1315 0.999936412138801 1 0 0 0 0 0 0 0 3 0 0
1316 23.9837946834377 0 0 0 0 0 0 0 0 4 0 0
1317 26.9888278231263 0 0 0 0 0 0 0 0 5 0 0
1318 15.9861764178997 0 1 0 0 2 0 0 0 5 0 0
1320 1.97093640873269 1 1 0 0 1 0 0 0 4 0 0
1323 27.0164866981297 0 0 0 0 1 0 1 0 4 1 1
1325 26.9795646475253 1 1 1 0 2 1 1 0 0 0 1
1328 27.0228929249192 1 1 1 0 1 0 1 0 4 0 1
1332 1.00510615336444 0 0 0 0 0 0 0 0 4 0 0
1333 5.99803845886083 0 1 0 0 1 0 1 0 5 0 0
1335 27.0049108939444 1 0 0 0 0 0 1 0 4 0 0
1336 8.99379207521656 0 1 0 0 0 0 1 0 4 0 1
1337 0.996918506620406 1 0 0 0 0 0 1 0 3 0 1
1340 27.0001570648597 0 0 0 0 0 0 1 0 4 1 1
1343 4.00551187351047 1 0 0 0 0 0 1 0 2 0 0
1347 9.99928928209585 0 1 0 0 2 0 1 0 4 0 0
1349 15.0064593944981 0 0 0 0 0 1 1 0 2 0 0
1352 6.98312809789936 1 0 0 0 0 0 1 0 3 0 0
1353 2.98449257636574 1 1 0 0 0 1 1 0 4 0 0
1355 9.01441957245589 1 1 0 0 0 0 1 0 3 1 0
1357 1.99897912765502 1 1 0 0 2 0 1 0 5 0 1
1358 8.01849432031536 1 0 0 0 2 0 1 0 2 1 0
1364 4.00227552526597 0 1 0 0 2 0 1 0 5 0 0
1365 9.00408526498025 1 1 0 0 0 0 1 0 3 0 1
1367 2.00718037255414 1 1 1 0 0 0 1 0 5 0 0
1369 1.00148659186577 1 1 1 0 0 0 1 0 0 0 0
1373 15.9901915199305 1 0 0 0 0 0 1 0 2 0 0
1374 0.993816277517958 0 1 0 0 0 0 1 0 4 0 1
1378 26.9904035493285 0 1 0 0 2 0 1 0 5 0 1
1379 9.00240175784681 0 1 1 0 1 0 1 0 3 0 0
1385 9.99765598148095 1 0 0 0 0 0 1 0 2 0 0
1386 26.9988182456139 0 0 0 0 0 0 1 0 2 0 0
1393 15.0122120270613 0 1 0 0 0 1 1 0 2 0 1
1394 4.0166765114701 1 0 0 0 0 0 1 0 3 0 0
1398 15.9756768451672 0 0 0 0 0 1 1 0 2 1 1
1399 28.0036318712937 0 1 0 0 0 0 1 0 2 0 0
1403 1.98795409459959 1 1 0 0 2 0 1 0 3 0 1
1408 5.00481708967345 1 1 0 0 0 1 1 0 3 0 1
1409 16.9857064434024 1 0 0 0 0 1 1 0 2 0 0
1411 26.9895684645988 1 0 0 0 0 0 1 0 2 0 0
1412 26.9902129647399 1 1 0 0 0 0 1 0 3 0 0
1415 19.9986856205494 0 1 0 0 0 1 1 0 0 0 0
1420 0.993415554800786 0 1 1 0 0 0 1 0 4 0 1
1422 15.0111617819383 0 1 0 0 0 0 1 0 3 0 0
1424 9.9901418153177 1 1 0 0 0 0 1 0 5 0 0
1430 20.0014544175183 0 0 1 0 0 0 1 0 3 0 1
1431 1.99555846156328 1 1 0 0 0 1 1 0 4 0 1
1432 10.9994946420131 0 1 0 0 0 0 0 1 4 0 0
1437 20.9781885778171 1 1 0 0 0 0 0 1 2 0 1
1440 27.0064994301825 1 1 0 0 0 0 0 1 3 0 0
1441 1.01224259178622 1 0 0 0 2 0 0 1 2 1 1
1444 1.00434600930093 1 1 0 0 1 0 0 1 5 0 0
1449 26.9912665407346 0 1 0 0 0 0 0 1 2 0 0
1450 6.01223616581448 1 1 0 0 0 0 0 1 3 0 0
1451 31.996763948008 0 1 0 0 0 0 0 1 5 0 0
1453 11.0028271361865 1 1 0 0 0 0 0 1 3 0 0
1454 22.9777240116764 1 1 0 0 0 0 0 1 3 0 0
1456 26.9913303421411 0 1 0 0 0 0 0 1 3 0 0
1460 1.00281319261962 0 0 0 0 2 0 0 0 3 0 0
1462 3.97701297614198 0 0 0 0 1 0 0 0 3 0 0
1463 7.01070941455511 1 0 0 0 1 0 0 0 4 0 0
1464 27.0033931748156 0 1 0 0 0 0 0 0 3 0 0
1467 35.9933240231466 0 1 0 0 0 0 0 0 5 0 0
1469 27.0109954144459 1 0 1 0 0 0 0 0 3 0 0
1470 2.99855638724806 0 1 0 1 0 1 0 0 3 0 0
1472 1.9958308379893 1 1 1 0 0 1 0 0 2 0 0
1473 12.990387191122 0 0 0 0 0 0 0 0 4 0 1
1474 2.00305577026388 0 1 0 1 2 0 0 0 2 0 1
1476 6.99979891733779 1 0 0 0 0 0 0 1 2 0 0
1479 8.99886946625149 0 0 1 0 0 0 0 0 2 0 0
1482 26.9933596181697 0 0 0 0 1 0 0 0 5 0 0
1484 1.00166931304198 1 0 0 0 0 0 0 0 4 0 0
1485 12.0113257181699 0 0 0 0 0 0 0 0 4 0 0
1486 24.9735507355149 1 0 0 0 2 0 0 0 5 0 0
1487 2.99913678330426 1 1 0 0 2 0 0 0 2 0 0
1490 12.9925069640167 1 1 0 0 0 0 0 0 3 0 0
1495 23.9952784181029 1 1 0 0 2 0 0 0 5 0 0
1496 26.9850315217693 1 1 0 0 0 0 0 0 5 0 0
1497 7.00597444490204 0 0 0 0 0 1 1 0 2 0 0
1499 26.9976121891329 1 0 0 0 0 0 0 0 3 1 0
1501 4.00986006743321 0 1 0 0 0 0 0 0 2 0 0
1502 23.0016273457955 1 0 0 0 0 0 0 0 0 1 0
1503 26.9912354814754 0 0 0 0 0 0 0 0 2 0 0
1504 26.9921935970425 0 0 0 0 1 1 0 0 3 0 0
1510 8.01005728248767 1 0 0 0 2 1 0 0 3 0 0
1513 11.9835665907847 0 1 0 0 2 0 0 0 4 0 0
1515 8.00727809957916 1 1 0 0 2 0 0 0 3 1 0
1523 33.0023435293912 1 1 1 0 0 0 1 0 5 0 0
1525 6.00335053627647 1 1 0 0 0 0 1 0 2 1 0
1526 0.999853925752054 1 1 0 0 0 0 0 0 5 0 0
1528 20.9908020898646 0 0 0 0 0 0 1 0 2 0 0
1529 27.0022663578366 1 1 1 0 2 0 0 0 5 0 0
1531 12.0236062167026 1 1 0 0 0 0 1 0 5 0 1
1534 27.0022611422818 0 0 0 0 2 0 0 0 2 0 0
1535 14.9946764442884 1 0 0 0 2 1 0 0 3 0 0
1540 14.9965003391888 0 0 0 0 1 0 1 0 0 0 0
1542 25.9909145829559 1 0 0 0 0 0 1 0 2 1 0
1543 6.99805764894696 0 0 0 0 0 0 1 0 4 0 0
1544 5.00734013017304 1 1 0 0 2 1 1 0 2 0 0
1548 26.9705626321319 1 1 0 0 2 0 0 0 3 0 0
1553 22.0106228405921 0 1 0 0 2 0 1 0 2 0 0
1554 1.99665250700422 0 0 0 0 2 0 1 0 2 0 1
1557 0.993067055619835 1 0 1 0 2 0 1 0 4 0 0
1563 3.00556467080499 0 1 0 0 0 0 1 0 4 0 1
1567 1.00494008915804 0 1 1 0 0 0 1 0 3 0 1
1568 18.9895400777964 1 0 1 0 0 0 1 0 4 0 0
1569 6.01005061606978 0 1 0 0 0 1 1 0 2 0 0
1570 2.01072242217183 0 0 0 0 2 0 1 0 3 1 0
1571 13.0080381027477 1 0 0 0 2 1 1 0 2 0 0
1572 5.99784550835893 0 0 0 0 2 0 1 0 5 1 0
1573 27.9986788897654 0 0 0 0 0 0 1 0 3 0 0
1575 16.0049722001972 0 0 0 0 0 1 1 0 2 0 0
1576 26.9985282713977 1 1 0 0 0 0 1 0 4 0 0
1581 0.995533568231514 1 0 0 0 0 0 1 0 3 0 1
1583 11.9988607715293 0 0 1 0 0 0 1 0 3 0 0
1584 14.0096288769316 1 0 0 0 0 0 1 0 3 0 0
1589 2.98211380354185 0 0 0 0 0 0 1 0 0 0 0
1594 5.98279577464581 0 0 0 0 0 0 1 0 5 0 1
1595 17.9991076275877 0 0 0 0 0 0 1 0 3 0 0
1598 2.98864329189299 0 0 0 0 0 0 1 0 4 0 0
1600 13.9829524927592 0 0 0 0 0 0 1 0 3 0 0
1601 13.9828697873603 1 0 0 0 1 0 1 0 2 0 0
1606 2.00142570810552 1 0 0 0 0 0 1 0 2 0 0
1610 26.9975123259938 1 0 0 0 0 0 1 0 5 0 0
1612 2.99672087038622 1 0 0 0 0 0 1 0 3 0 0
1614 22.9892684017024 1 0 0 0 0 0 1 0 4 0 1
1615 13.005800051561 1 1 0 0 0 0 1 0 3 0 1
1616 12.988813555144 1 0 0 0 0 0 1 0 3 0 0
1618 1.99452447139111 1 0 0 0 0 0 1 0 3 0 0
1619 1.01261847488207 0 0 0 0 0 0 1 0 4 0 0
1621 1.00627343562337 1 0 0 0 0 0 1 0 3 0 1
1623 4.99180105609618 1 0 0 0 0 0 1 0 4 1 0
1624 1.00089478015294 1 1 0 0 0 0 1 0 4 0 0
1626 2.01601967153608 0 0 0 0 0 0 1 0 3 1 0
1627 2.9762782210376 0 1 0 0 0 0 1 0 1 0 0
1628 14.0016011878453 0 0 0 0 0 0 1 0 4 0 1
1629 27.0034051479412 1 1 0 0 0 0 1 0 5 0 0
1630 3.00220181659308 0 1 0 0 0 0 1 0 4 1 0
1631 5.97746658556523 1 0 0 0 0 0 1 0 2 0 0
1632 6.98976679269808 1 0 0 0 2 0 1 0 3 0 0
1634 1.00664359741321 1 1 0 0 0 0 1 0 3 0 0
1637 0.983167463949279 0 0 0 0 0 0 1 0 4 1 0
1640 3.01465444434675 0 1 0 0 0 0 1 0 5 0 0
1641 10.9999865786724 1 0 0 0 0 0 1 0 3 0 0
1642 6.99802472512047 1 0 0 0 0 0 1 0 3 0 0
1643 2.00484305271729 0 1 0 1 0 0 1 0 5 0 1
1644 13.9897608402495 1 0 0 0 2 0 1 0 5 0 1
1645 3.99719686603783 1 1 0 0 0 1 0 1 5 0 1
1646 23.9868007225767 1 0 0 0 0 0 0 1 3 0 0
1647 4.01269684483525 0 1 0 0 0 0 0 1 2 0 0
1656 26.9978728537539 1 1 0 0 0 0 0 1 4 1 0
1660 9.00551437478055 1 0 0 0 1 1 0 1 2 1 0
1662 2.00250428466174 1 1 0 0 0 0 0 1 2 0 1
1663 8.02907122022558 0 1 0 0 0 1 0 1 2 0 0
1665 11.9998515205993 0 0 0 0 1 0 0 1 3 0 0
1667 5.00622290494644 0 0 0 0 0 0 0 1 5 1 1
1668 3.01000507772706 0 0 0 0 0 0 0 1 3 0 1
1669 14.0054833658158 1 1 0 0 0 0 0 0 4 0 0
1673 2.99570793335092 0 1 0 0 0 0 0 0 5 0 0
1675 1.99375989793036 1 0 0 0 0 0 0 0 4 0 1
1676 2.99473470770687 1 0 0 0 0 0 0 0 3 0 1
1680 26.9874581260477 1 0 0 0 2 0 0 0 0 0 1
1681 14.0036144538359 0 1 0 0 0 0 0 0 2 0 0
1682 20.9928006879295 0 0 0 0 0 0 0 0 0 0 0
1685 13.9900823626316 1 1 0 0 0 1 0 0 2 0 1
1687 1.00602470039958 1 0 0 0 2 0 0 0 5 0 0
1688 17.0205691830537 1 0 0 0 0 0 0 0 4 0 0
1690 27.0199194083316 0 0 0 0 0 0 0 0 0 0 1
1695 0.990089064607923 0 1 0 0 0 0 0 0 4 0 0
1698 18.9925317712539 1 1 0 0 0 0 0 0 2 0 0
1700 21.999359526941 0 0 0 0 0 0 0 0 2 0 0
1704 0.98927047138758 1 1 1 0 0 0 0 0 5 0 0
1707 0.990957096777401 1 0 0 0 2 0 0 0 3 0 1
1708 15.0038875661523 1 1 0 0 0 1 0 0 2 0 1
1711 9.98661635845776 1 0 0 0 0 0 0 0 0 1 1
1716 27.0074010083084 0 1 0 0 0 0 0 1 5 0 0
1717 27.0114294578817 1 1 0 0 1 0 0 0 3 0 0
1718 1.0173232884167 0 0 1 0 0 0 0 0 0 0 0
1719 12.9961396281019 1 1 0 0 0 0 0 0 3 0 0
1720 0.99418430780335 1 0 0 0 2 0 0 0 3 0 0
1725 26.9903369215386 1 1 0 0 0 0 0 0 3 0 0
1726 10.0144318912484 1 1 0 0 2 0 0 0 2 0 1
1728 15.0088266478075 0 1 0 0 0 0 0 0 4 0 1
1735 2.01782426270996 0 0 0 0 0 0 0 0 4 1 1
1737 14.9997091948798 1 1 0 0 1 0 0 0 4 0 1
1738 29.0104789193028 0 0 1 0 0 0 0 0 5 0 0
1739 4.01580342337578 1 0 0 0 0 0 0 0 3 0 1
1740 10.002208311936 0 1 1 0 2 0 0 0 2 0 1
1742 1.01541729878747 1 1 0 0 0 0 0 0 3 0 1
1743 10.0074518133242 1 1 0 0 0 0 0 0 2 0 1
1746 1.00806031859014 1 0 0 0 0 0 0 0 5 1 0
1753 3.01901820957189 1 1 0 0 2 0 1 0 4 0 1
1755 10.0036494001603 1 0 0 0 0 0 1 0 4 0 1
1756 27.9997903133296 1 0 0 0 0 0 1 0 4 0 1
1760 26.9924239470537 0 1 0 0 0 0 1 0 2 0 1
1763 28.0127783148075 0 1 0 0 0 0 0 0 3 0 1
1765 26.9943915960471 0 0 0 0 0 0 1 0 3 1 1
1767 19.0043858414944 1 0 0 0 2 0 0 0 4 1 1
1769 16.0047546078733 1 0 0 0 2 0 0 0 4 0 1
1770 9.00383241416148 1 0 0 0 2 0 0 0 4 0 1
1776 2.00118292050102 1 0 0 0 1 0 0 0 5 0 1
1782 15.0030819974639 0 0 0 0 0 0 1 0 3 0 0
1784 26.9922638909498 1 1 0 0 0 0 1 0 0 0 1
1785 4.0174152059308 0 0 0 0 0 0 1 0 3 0 0
1788 3.99501102543285 0 0 0 0 2 1 1 0 3 0 0
1792 26.9937679379764 1 1 0 0 0 0 1 0 3 0 0
1793 15.9930820726475 0 0 0 0 0 0 1 0 3 0 0
1794 4.01565457485877 0 0 0 0 0 0 1 0 5 0 0
1803 23.9899965301628 0 0 0 0 0 0 1 0 2 0 0
1805 26.9930854164595 1 0 0 0 0 0 1 0 2 0 0
1806 5.97055184494868 0 0 0 0 0 0 1 0 2 1 0
1810 16.0074834142325 1 0 0 0 2 0 1 0 2 0 0
1812 2.02179127220648 1 1 0 0 2 0 1 0 5 1 0
1815 6.99924714266394 1 1 0 0 0 0 1 0 4 0 0
1819 30.9984381777809 1 1 0 0 0 0 1 0 2 0 0
1820 17.986789057406 0 1 0 0 0 0 1 0 4 0 0
1823 9.00453974505092 0 1 0 0 1 0 1 0 2 0 0
1825 3.9835417859132 0 0 0 0 0 0 1 0 1 0 0
1830 7.00620270338088 0 0 0 0 2 0 1 0 3 0 0
1833 24.016487320418 0 1 0 0 0 0 1 0 3 0 0
1837 4.00615426357721 1 0 0 0 0 0 1 0 3 1 0
1838 13.0042126211272 0 0 0 0 0 0 1 0 3 0 0
1839 29.9873663497968 0 1 0 0 0 0 1 0 4 0 0
1840 26.9853864069722 1 1 1 0 0 0 1 0 2 1 1
1845 21.9943372393053 1 0 0 0 2 0 1 0 3 1 0
1846 2.99725106306725 1 1 0 0 2 0 1 0 3 0 1
1847 0.999615344585081 0 1 0 0 0 0 1 0 2 1 1
1848 23.9945955155333 1 0 0 0 0 1 1 0 2 0 1
1849 1.99633871611421 1 0 0 0 0 0 1 0 5 0 0
1854 16.9960392732846 0 1 0 0 0 0 0 0 2 0 0
1855 12.0114355532109 0 1 0 0 0 0 1 0 2 0 0
1856 0.992862163249422 1 0 0 0 0 0 1 0 5 0 0
1857 5.00147004845487 1 0 0 0 0 1 1 0 2 0 0
1860 0.996973807773396 1 0 0 0 2 0 1 0 2 0 0
1862 1.01559714516921 0 0 1 0 0 0 1 0 5 0 0
1868 7.01149469732776 1 0 0 0 2 0 1 0 4 0 1
1872 13.9978239638612 0 0 0 0 0 0 1 0 4 1 0
1874 0.99355915623669 1 0 1 0 0 0 1 0 4 0 0
1875 7.99497611684651 1 1 0 0 0 0 1 0 4 0 0
1876 1.0014107587522 1 0 0 0 0 0 1 0 2 0 0
1877 0.996608007433726 0 0 0 0 0 0 1 0 2 0 0
1879 26.9987107285949 0 0 0 0 1 0 1 0 3 0 0
1880 26.9981192974054 0 0 0 0 0 1 1 0 5 1 1
1881 4.01729156238614 0 0 0 0 1 0 1 0 4 0 1
1885 1.00342831983709 0 0 0 0 0 0 1 0 3 0 0
1886 11.0090442961017 0 0 1 0 0 0 1 0 4 0 1
1891 0.996818506522776 1 0 0 0 2 0 1 0 5 1 0
1894 15.98133868352 1 1 0 0 0 0 1 0 4 0 0
1895 32.0006728339306 0 0 0 0 0 0 1 0 3 0 0
1896 0.974182380218511 0 0 0 0 0 0 1 0 5 0 0
1901 3.00981222662536 1 0 1 0 0 0 1 0 3 0 1
1902 20.9892627481543 0 0 0 0 0 0 1 0 2 1 1
1903 26.9946346891767 0 1 0 0 1 0 1 0 3 0 0
1906 9.00633888990951 1 0 0 0 0 0 1 0 3 0 0
1907 20.9937427429787 1 0 0 0 0 0 1 0 4 0 0
1909 0.990578032435337 1 1 1 0 0 0 1 0 2 0 1
1910 27.0010159731596 0 0 0 0 0 0 1 0 3 0 0
1913 0.990292659910606 1 1 0 0 0 0 1 0 3 1 1
